City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
456,Wasilla,61.5814,-149.4394,6.22,76,1,5.75,US,2021-12-13 03:32:53,clear sky
457,Belaya Gora,68.5333,146.4167,-47.54,100,99,1.23,RU,2021-12-13 03:32:53,overcast clouds
458,Rabaul,-4.1967,152.1721,84.54,72,97,10.67,PG,2021-12-13 03:32:53,light rain
459,Marawi,7.9986,124.2928,75.65,65,100,4.41,PH,2021-12-13 03:33:54,overcast clouds
460,Menongue,-14.6585,17.691,62.38,98,95,1.92,AO,2021-12-13 03:33:54,moderate rain
461,Turka,49.1541,23.0297,28.26,97,100,3.6,UA,2021-12-13 03:33:54,light snow
462,Natal,-5.795,-35.2094,81.25,83,20,13.8,BR,2021-12-13 03:29:04,few clouds
463,Susehri,40.1644,38.0867,38.82,45,73,3.78,TR,2021-12-13 03:33:55,broken clouds
464,Kikwit,-5.041,18.8162,69.26,96,100,1.32,CD,2021-12-13 03:33:55,overcast clouds
465,Necochea,-38.5473,-58.7368,58.19,62,43,7.0,AR,2021-12-13 03:33:56,scattered clouds
466,Tocopilla,-22.092,-70.1979,66.42,69,2,2.53,CL,2021-12-13 03:33:56,clear sky
467,Raudeberg,61.9875,5.1352,45.27,79,100,1.01,NO,2021-12-13 03:33:56,overcast clouds
468,Cabedelo,-6.9811,-34.8339,77.67,79,68,10.78,BR,2021-12-13 03:32:52,broken clouds
469,Saint-Leu,-21.15,55.2833,79.68,70,6,6.91,RE,2021-12-13 03:33:57,clear sky
470,Teguldet,57.3064,88.1667,-0.94,93,100,4.97,RU,2021-12-13 03:33:57,overcast clouds
471,Rawson,-43.3002,-65.1023,57.18,68,98,4.23,AR,2021-12-13 03:30:50,overcast clouds
472,Salair,54.2312,85.7972,1.49,93,100,8.28,RU,2021-12-13 03:33:58,light snow
473,Concordia,-31.393,-58.0209,73.78,80,81,3.0,AR,2021-12-13 03:30:04,broken clouds
474,Dehloran,32.6941,47.2679,58.96,22,93,0.87,IR,2021-12-13 03:33:58,overcast clouds
475,Thinadhoo,0.5333,72.9333,81.37,75,87,10.49,MV,2021-12-13 03:33:58,overcast clouds
476,Namatanai,-3.6667,152.4333,86.25,67,96,6.6,PG,2021-12-13 03:33:59,light rain
477,Khorixas,-20.3667,14.9667,74.75,27,66,1.68,NA,2021-12-13 03:33:59,broken clouds
478,Sterling,39.0062,-77.4286,42.1,58,1,0.0,US,2021-12-13 03:33:53,clear sky
479,Houma,29.5958,-90.7195,55.98,84,2,5.75,US,2021-12-13 03:30:53,clear sky
480,San Francisco Del Mar,16.2333,-94.65,75.49,77,0,27.87,MX,2021-12-13 03:34:00,clear sky
481,Quatre Cocos,-20.2078,57.7625,80.1,69,13,11.7,MU,2021-12-13 03:34:00,few clouds
482,Juchipila,21.4167,-103.1167,66.74,38,10,1.54,MX,2021-12-13 03:34:00,clear sky
483,Marystown,47.1666,-55.1483,38.86,100,100,14.0,CA,2021-12-13 03:34:01,overcast clouds
484,Robertsport,6.7533,-11.3686,79.9,81,11,6.4,LR,2021-12-13 03:34:01,light rain
485,Batemans Bay,-35.7167,150.1833,86.2,60,1,8.01,AU,2021-12-13 03:30:07,clear sky
486,Caravelas,-17.7125,-39.2481,75.13,88,88,7.05,BR,2021-12-13 03:34:02,overcast clouds
487,Tucuma,-0.1833,-50.05,77.74,88,73,6.02,BR,2021-12-13 03:34:02,broken clouds
488,Narsaq,60.9167,-46.05,16.02,75,96,2.51,GL,2021-12-13 03:34:03,overcast clouds
489,Neiafu,-18.65,-173.9833,81.28,78,75,4.61,TO,2021-12-13 03:34:03,broken clouds
490,Esperanza,19.5847,-70.9849,73.0,87,1,3.0,DO,2021-12-13 03:34:03,clear sky
491,Saint Anthony,45.0205,-93.218,34.0,74,1,1.99,US,2021-12-13 03:30:23,clear sky
492,Togitsu,32.8333,129.85,53.56,46,20,10.36,JP,2021-12-13 03:34:04,few clouds
493,Novyy Urengoy,66.0833,76.6333,-26.82,93,13,7.09,RU,2021-12-13 03:34:04,few clouds
494,Zastron,-30.3023,27.084,59.9,81,100,7.94,ZA,2021-12-13 03:34:05,overcast clouds
495,Forecariah,9.4306,-13.0881,76.53,87,79,2.62,GN,2021-12-13 03:34:05,light rain
496,Mitchell,43.7094,-98.0298,30.18,69,1,9.22,US,2021-12-13 03:34:05,clear sky
497,Frederico Westphalen,-27.3592,-53.3944,66.96,74,77,1.79,BR,2021-12-13 03:34:06,light rain
498,Sydney Mines,46.2367,-60.2177,37.99,60,75,13.0,CA,2021-12-13 03:34:06,broken clouds
499,Songjianghe,42.1859,127.479,17.58,48,0,8.7,CN,2021-12-13 03:34:06,clear sky
500,Ikirun,7.9167,4.6667,69.87,39,15,2.33,NG,2021-12-13 03:34:07,few clouds
501,Provideniya,64.3833,-173.3,-9.29,70,59,15.66,RU,2021-12-13 03:34:07,broken clouds
502,Fort Frances,48.5999,-93.4003,37.62,66,90,5.01,CA,2021-12-13 03:29:21,overcast clouds
503,Adria,45.0564,12.0578,37.06,76,80,4.27,IT,2021-12-13 03:34:08,broken clouds
504,Rajmahal,25.05,87.8333,69.94,30,0,5.26,IN,2021-12-13 03:35:08,clear sky
505,Tukrah,32.5341,20.5791,58.3,67,9,9.19,LY,2021-12-13 03:35:09,clear sky
506,Makakilo City,21.3469,-158.0858,77.32,68,90,10.36,US,2021-12-13 03:35:09,overcast clouds
507,Vilhena,-12.7406,-60.1458,69.58,99,100,1.83,BR,2021-12-13 03:35:10,overcast clouds
508,Akureyri,65.6835,-18.0878,37.33,70,0,5.75,IS,2021-12-13 03:34:54,clear sky
509,Sorong,-0.8833,131.25,84.22,74,100,4.9,ID,2021-12-13 03:31:31,overcast clouds
510,Mackay,-21.15,149.2,90.68,51,48,19.57,AU,2021-12-13 03:30:24,scattered clouds
511,Krasnoselkup,65.7,82.4667,-28.62,92,74,6.33,RU,2021-12-13 03:35:10,broken clouds
512,Sorrento,40.626,14.3744,46.8,100,1,7.14,IT,2021-12-13 03:35:11,clear sky
513,Dakoro,14.5106,6.765,64.35,12,79,10.27,NE,2021-12-13 03:35:11,broken clouds
514,Qui Nhon,13.7667,109.2333,75.02,87,98,21.94,VN,2021-12-13 03:35:12,overcast clouds
515,Tomatlan,19.9333,-105.25,71.58,93,17,3.6,MX,2021-12-13 03:35:12,few clouds
516,Harkany,45.85,18.2367,36.14,80,0,6.91,HU,2021-12-13 03:35:13,clear sky
517,Constantine,36.365,6.6147,40.41,87,75,2.3,DZ,2021-12-13 03:35:13,broken clouds
518,Concepcion,-36.827,-73.0498,55.2,76,0,11.5,CL,2021-12-13 03:31:11,clear sky
519,Golden,39.7555,-105.2211,48.49,36,4,3.0,US,2021-12-13 03:33:59,clear sky
520,Coquimbo,-29.9533,-71.3436,58.73,88,0,3.44,CL,2021-12-13 03:31:24,clear sky
521,Horta,38.5333,-28.6333,57.47,56,100,12.17,PT,2021-12-13 03:35:14,overcast clouds
522,Buncrana,55.1333,-7.45,44.55,75,100,11.97,IE,2021-12-13 03:35:14,overcast clouds
523,Ashland,40.8167,-82.2665,38.82,70,37,12.26,US,2021-12-13 03:35:14,scattered clouds
524,Seoul,37.5683,126.9778,34.21,29,0,5.75,KR,2021-12-13 03:33:25,clear sky
525,Kajaani,64.2273,27.7285,26.65,93,90,4.61,FI,2021-12-13 03:35:15,overcast clouds
526,Beyneu,45.3167,55.2,20.26,61,5,9.6,KZ,2021-12-13 03:35:15,clear sky
527,Alyangula,-13.8483,136.4192,94.87,36,15,5.75,AU,2021-12-13 03:35:16,few clouds
528,Sutton,51.35,-0.2,51.6,90,89,4.0,GB,2021-12-13 03:32:03,overcast clouds
529,Vardo,70.3705,31.1107,32.27,79,79,19.95,NO,2021-12-13 03:30:48,broken clouds
530,Isangel,-19.55,169.2667,86.11,79,75,5.75,VU,2021-12-13 03:34:09,broken clouds
531,Calbuco,-41.768,-73.1273,51.01,79,72,5.86,CL,2021-12-13 03:35:16,broken clouds
532,Bani Walid,31.7566,13.9942,50.11,71,78,11.52,LY,2021-12-13 03:35:17,broken clouds
533,Jangaon,17.7167,79.1833,73.96,45,96,5.14,IN,2021-12-13 03:35:17,overcast clouds
534,Oranjestad,12.524,-70.027,80.55,84,20,1.99,AW,2021-12-13 03:34:37,few clouds
535,Launceston,-41.45,147.1667,72.61,47,3,5.99,AU,2021-12-13 03:35:17,clear sky
536,Kesinga,20.2,83.2333,71.87,62,44,3.33,IN,2021-12-13 03:35:18,scattered clouds
537,Pangody,65.85,74.4859,-30.68,98,18,3.98,RU,2021-12-13 03:35:18,few clouds
538,Peniche,39.3558,-9.3811,57.76,78,7,9.06,PT,2021-12-13 03:35:19,clear sky
539,Knysna,-34.0363,23.0471,62.98,94,100,1.21,ZA,2021-12-13 03:35:19,light rain
540,Deputatskiy,69.3,139.9,-38.16,100,37,2.04,RU,2021-12-13 03:35:20,scattered clouds
541,Puyang,29.4603,119.8861,50.97,63,47,5.03,CN,2021-12-13 03:35:20,scattered clouds
542,Palmer,42.1584,-72.3287,38.86,52,0,1.01,US,2021-12-13 03:32:27,clear sky
543,Kloulklubed,7.0419,134.2556,82.9,80,97,14.7,PW,2021-12-13 03:35:20,overcast clouds
544,Grojec,51.8625,20.8676,30.16,97,20,1.88,PL,2021-12-13 03:35:21,few clouds
545,Kaeo,-35.1,173.7833,72.32,95,100,6.87,NZ,2021-12-13 03:34:03,light rain
546,Mtwango,-9.0167,34.8,58.66,92,100,7.05,TZ,2021-12-13 03:36:21,overcast clouds
547,Marti,22.9475,-80.9203,75.85,83,9,10.76,CU,2021-12-13 03:36:21,light rain
548,Umba,66.6871,34.3429,23.43,97,100,4.79,RU,2021-12-13 03:36:22,overcast clouds
549,Pringsewu,-5.3582,104.9744,88.83,58,62,2.35,ID,2021-12-13 03:36:22,broken clouds
550,Bulgan,48.8125,103.5347,20.25,26,7,4.12,MN,2021-12-13 03:36:23,clear sky
551,Mweka,-4.85,21.5667,68.76,98,100,1.72,CD,2021-12-13 03:36:23,overcast clouds
552,Liuzhou,24.3126,109.3892,62.15,47,35,9.04,CN,2021-12-13 03:36:23,scattered clouds
553,Esperance,-33.8667,121.9,69.64,44,84,9.44,AU,2021-12-13 03:31:52,broken clouds
554,Ust-Kuyga,70.0167,135.6,-33.0,100,100,2.59,RU,2021-12-13 03:36:24,overcast clouds
555,Nan,18.8333,100.6667,69.82,73,0,3.44,TH,2021-12-13 03:36:24,clear sky
556,Saint-Joseph,-21.3667,55.6167,79.21,72,17,11.1,RE,2021-12-13 03:36:24,few clouds
557,Yazd,31.8972,54.3675,37.51,56,0,4.61,IR,2021-12-13 03:36:25,clear sky
558,Sinnamary,5.3833,-52.95,77.27,89,100,8.1,GF,2021-12-13 03:36:25,light rain
559,Puerto Colombia,10.9878,-74.9547,78.89,81,71,21.83,CO,2021-12-13 03:36:25,broken clouds
560,Malaryta,51.7905,24.074,28.04,93,100,5.64,BY,2021-12-13 03:36:26,overcast clouds
561,Kamaishi,39.2667,141.8833,29.35,64,47,27.34,JP,2021-12-13 03:36:26,scattered clouds
562,Bac Lieu,9.285,105.7244,82.09,71,85,8.57,VN,2021-12-13 03:36:26,overcast clouds
563,Leczyca,52.0596,19.1997,26.15,89,68,4.76,PL,2021-12-13 03:36:27,broken clouds
564,Pangoa,-12.1167,-73.0,69.46,99,100,2.08,PE,2021-12-13 03:36:27,overcast clouds
565,Hamilton,39.1834,-84.5333,39.56,69,20,5.75,US,2021-12-13 03:36:28,few clouds
566,Touros,-5.1989,-35.4608,81.5,76,48,13.56,BR,2021-12-13 03:36:28,scattered clouds
567,Prado,-17.3411,-39.2208,74.79,91,99,7.63,BR,2021-12-13 03:36:28,overcast clouds
568,Litovko,49.2361,135.1742,14.34,81,15,4.36,RU,2021-12-13 03:36:29,few clouds
569,Barra Do Garcas,-15.89,-52.2567,73.83,97,100,3.27,BR,2021-12-13 03:36:29,overcast clouds
570,Calvinia,-31.4707,19.776,59.22,67,74,6.53,ZA,2021-12-13 03:36:29,broken clouds
571,Emerald,-23.5333,148.1667,91.35,45,75,5.75,AU,2021-12-13 03:33:24,broken clouds
572,Yumbe,3.4651,31.2469,66.47,44,74,3.42,UG,2021-12-13 03:36:30,broken clouds
573,Quelimane,-17.8786,36.8883,78.75,73,0,5.75,MZ,2021-12-13 03:36:30,clear sky
574,Fare,-16.7,-151.0167,80.74,74,55,11.25,PF,2021-12-13 03:36:30,light rain
575,Seminole,28.7086,-81.2081,70.63,89,90,1.01,US,2021-12-13 03:36:31,overcast clouds
576,Sao Pedro Do Sul,-29.6206,-54.1789,70.45,72,71,4.38,BR,2021-12-13 03:36:31,broken clouds
577,Butajira,8.1167,38.3667,52.92,72,100,4.85,ET,2021-12-13 03:36:31,overcast clouds
578,Cleveland,41.4995,-81.6954,42.03,61,20,1.99,US,2021-12-13 03:36:32,few clouds
579,Santa Helena,-2.2311,-45.3,74.59,97,39,2.1,BR,2021-12-13 03:36:32,scattered clouds
580,Ossora,59.2353,163.0719,9.07,91,100,29.44,RU,2021-12-13 03:36:33,snow
581,Kasongo-Lunda,-6.4667,16.8167,69.85,99,100,1.72,CD,2021-12-13 03:36:33,light rain
582,Abu Samrah,35.3029,37.1841,54.39,49,100,7.65,SY,2021-12-13 03:36:33,overcast clouds
583,Otukpo,7.1913,8.1329,70.34,33,27,2.28,NG,2021-12-13 03:36:34,scattered clouds
584,Nisia Floresta,-6.0911,-35.2086,81.41,85,77,6.24,BR,2021-12-13 03:36:34,broken clouds
585,Bhinmal,25.0,72.25,69.73,30,2,1.74,IN,2021-12-13 03:36:34,clear sky
586,Flin Flon,54.7682,-101.865,8.51,96,100,3.04,CA,2021-12-13 03:36:35,overcast clouds
587,Mwingi,-0.9344,38.0601,64.44,93,51,2.59,KE,2021-12-13 03:36:35,broken clouds
588,Ambanja,-13.6833,48.45,73.33,79,8,3.02,MG,2021-12-13 03:36:35,clear sky
589,Great Falls,47.5002,-111.3008,36.93,84,75,6.91,US,2021-12-13 03:35:12,broken clouds
590,Nome,64.5011,-165.4064,-14.73,64,1,0.0,US,2021-12-13 03:36:29,clear sky
591,Cervo,43.6702,-7.4101,48.52,78,22,6.85,ES,2021-12-13 03:37:36,few clouds
592,Sampit,-2.5333,112.95,84.36,81,95,4.21,ID,2021-12-13 03:37:36,overcast clouds
593,Rosario,-32.9468,-60.6393,71.94,79,0,3.0,AR,2021-12-13 03:37:37,clear sky
594,Tual,-5.6667,132.75,83.1,76,98,11.21,ID,2021-12-13 03:37:37,overcast clouds
595,Sakaiminato,35.55,133.2333,49.98,62,40,13.8,JP,2021-12-13 03:37:37,scattered clouds
596,Coffs Harbour,-30.3,153.1333,80.87,60,26,16.11,AU,2021-12-13 03:37:38,scattered clouds
597,Acapulco,16.8634,-99.8901,80.42,78,1,4.61,MX,2021-12-13 03:34:48,clear sky
598,Barra Do Corda,-5.5,-45.25,74.98,89,100,2.84,BR,2021-12-13 03:37:38,overcast clouds
599,Zhangye,38.9342,100.4517,25.23,32,0,2.01,CN,2021-12-13 03:37:39,clear sky
600,Lake Havasu City,34.4839,-114.3224,54.07,28,1,3.44,US,2021-12-13 03:37:39,clear sky
601,Lavrentiya,65.5833,-171.0,-15.3,91,66,4.36,RU,2021-12-13 03:34:18,broken clouds
602,Vostok,46.4856,135.8833,4.41,86,100,8.46,RU,2021-12-13 03:37:39,overcast clouds
603,Siguiri,11.6667,-9.5,71.02,17,22,1.97,GN,2021-12-13 03:37:40,few clouds
604,Netrakona,24.8833,90.7167,70.54,45,0,1.16,BD,2021-12-13 03:37:40,clear sky
605,South Yuba City,39.1166,-121.6391,50.58,91,90,19.57,US,2021-12-13 03:37:40,overcast clouds
606,Lundazi,-12.2929,33.1782,70.23,70,8,8.84,ZM,2021-12-13 03:37:41,clear sky
607,Vanavara,60.34,102.2797,-33.56,95,46,2.06,RU,2021-12-13 03:37:41,scattered clouds
608,Garden City,42.3256,-83.331,42.75,62,75,3.0,US,2021-12-13 03:37:41,broken clouds
609,Ryotsu,38.0833,138.4333,40.96,74,95,27.94,JP,2021-12-13 03:37:42,overcast clouds
610,Aswan,24.0934,32.907,67.3,72,0,9.22,EG,2021-12-13 03:37:42,clear sky
611,Dingle,10.9995,122.6711,82.15,82,89,12.73,PH,2021-12-13 03:37:42,overcast clouds
612,Dingzhou,38.5131,114.9956,33.91,31,0,5.21,CN,2021-12-13 03:37:43,clear sky
613,Wadi Maliz,36.4681,8.5495,46.85,77,85,6.69,TN,2021-12-13 03:37:43,overcast clouds
614,Zomba,-15.386,35.3188,72.32,55,1,6.78,MW,2021-12-13 03:36:50,clear sky
615,Astana,51.1801,71.446,-11.25,77,40,4.47,KZ,2021-12-13 03:37:44,mist
616,Singapore,1.2897,103.8501,84.34,76,75,10.36,SG,2021-12-13 03:35:02,broken clouds
617,Belmonte,-15.8631,-38.8828,77.5,88,86,6.58,BR,2021-12-13 03:37:44,overcast clouds
618,Korla,41.7597,86.1469,23.43,56,12,2.42,CN,2021-12-13 03:37:43,few clouds
619,Qasigiannguit,68.8193,-51.1922,17.85,84,56,4.81,GL,2021-12-13 03:37:44,broken clouds
620,Balkhash,46.844,74.9804,23.61,86,40,13.42,KZ,2021-12-13 03:37:45,light snow
621,Bambanglipuro,-7.95,110.2833,76.6,63,53,8.01,ID,2021-12-13 03:37:45,broken clouds
622,Lucapa,-8.4192,20.7447,66.85,97,100,3.4,AO,2021-12-13 03:37:46,overcast clouds
623,Petauke,-14.2426,31.3253,69.89,53,5,4.88,ZM,2021-12-13 03:37:46,clear sky
624,Petropavlovsk-Kamchatskiy,53.0452,158.6483,32.59,55,0,8.95,RU,2021-12-13 03:37:46,clear sky
625,Espanola,35.9911,-106.0806,42.78,32,0,2.24,US,2021-12-13 03:37:47,clear sky
626,Kintampo,8.0563,-1.7306,76.17,39,93,3.31,GH,2021-12-13 03:37:47,overcast clouds
627,Hobyo,5.3505,48.5268,79.16,75,19,20.8,SO,2021-12-13 03:37:47,few clouds
628,Tadine,-21.55,167.8833,77.88,87,100,7.29,NC,2021-12-13 03:37:48,moderate rain
629,Iguape,-24.7081,-47.5553,72.09,97,95,4.25,BR,2021-12-13 03:37:16,overcast clouds
630,Palma,39.5694,2.6502,52.56,92,90,1.01,ES,2021-12-13 03:37:48,fog
631,Farafangana,-22.8167,47.8333,76.98,73,66,1.95,MG,2021-12-13 03:37:48,broken clouds
632,Innisfail,-17.5333,146.0333,92.88,67,22,8.28,AU,2021-12-13 03:35:43,few clouds
633,Cariati,39.4922,16.9594,40.71,62,7,19.35,IT,2021-12-13 03:38:49,clear sky
634,Nabire,-3.3667,135.4833,88.99,59,100,5.55,ID,2021-12-13 03:38:49,light rain
635,Ornskoldsvik,63.2909,18.7153,29.35,100,90,3.44,SE,2021-12-13 03:38:50,light snow
636,Port Moresby,-9.4431,147.1797,90.82,55,90,11.5,PG,2021-12-13 03:36:19,haze
637,Bonthe,7.5264,-12.505,77.77,85,3,2.93,SL,2021-12-13 03:38:50,light rain
638,Maxixe,-23.8597,35.3472,80.42,94,75,5.75,MZ,2021-12-13 03:38:50,broken clouds
639,Asnaes,55.8123,11.5013,41.34,95,65,5.35,DK,2021-12-13 03:38:51,broken clouds
640,Coihaique,-45.5752,-72.0662,49.95,76,75,5.75,CL,2021-12-13 03:38:51,broken clouds
641,Lekoni,-1.5843,14.2591,71.96,91,100,2.73,GA,2021-12-13 03:38:51,overcast clouds
642,Fairbanks,64.8378,-147.7164,-11.78,69,40,0.0,US,2021-12-13 03:38:01,light snow
643,Bathsheba,13.2167,-59.5167,79.41,89,40,18.41,BB,2021-12-13 03:38:52,scattered clouds
644,Luanda,-8.8368,13.2343,78.8,89,75,8.05,AO,2021-12-13 03:38:52,moderate rain
645,Esna,25.2934,32.554,60.82,62,35,2.21,EG,2021-12-13 03:38:52,scattered clouds
646,Sibu,2.3,111.8167,84.51,79,40,5.01,MY,2021-12-13 03:38:53,scattered clouds
647,Zhicheng,30.2956,111.5047,54.18,53,3,5.97,CN,2021-12-13 03:38:53,clear sky
648,San Quintin,30.4833,-115.95,50.43,79,1,2.13,MX,2021-12-13 03:38:53,clear sky
649,Rosarito,32.3333,-117.0333,56.35,69,3,1.83,MX,2021-12-13 03:38:54,clear sky
650,Emba,48.8264,58.1442,12.9,80,3,11.05,KZ,2021-12-13 03:38:54,clear sky
651,Gotsu,35.0,132.2167,46.54,50,99,10.38,JP,2021-12-13 03:38:54,overcast clouds
652,Soe,-9.8607,124.284,84.92,50,80,3.89,ID,2021-12-13 03:38:55,broken clouds
653,Salym,60.0625,71.4789,-1.97,100,91,3.65,RU,2021-12-13 03:38:55,overcast clouds
654,Mandalgovi,45.7625,106.2708,16.95,35,0,18.1,MN,2021-12-13 03:38:55,clear sky
655,Benjamin Constant,-4.3831,-70.0311,77.13,98,82,1.9,BR,2021-12-13 03:38:56,broken clouds
656,Sumeg,46.977,17.2821,38.05,95,90,10.13,HU,2021-12-13 03:38:56,overcast clouds
657,Olean,42.0776,-78.4297,38.08,59,1,9.22,US,2021-12-13 03:38:56,clear sky
658,Sayville,40.7359,-73.0821,45.18,56,0,1.01,US,2021-12-13 03:38:57,clear sky
659,Maymyo,22.0333,96.4667,69.01,64,0,1.63,MM,2021-12-13 03:38:57,clear sky
660,Bytkiv,48.6297,24.474,30.09,97,100,6.64,UA,2021-12-13 03:38:57,light snow
661,Marsa Matruh,31.3525,27.2453,52.0,62,0,4.61,EG,2021-12-13 03:38:58,clear sky
662,Akita,39.7167,140.1167,31.14,86,75,28.77,JP,2021-12-13 03:38:58,light shower snow
663,Taltal,-25.4,-70.4833,61.47,85,13,2.59,CL,2021-12-13 03:38:58,few clouds
664,Tyazhinskiy,56.116,88.524,0.36,96,100,7.38,RU,2021-12-13 03:38:59,overcast clouds
665,Damghan,36.1683,54.348,38.07,66,0,3.94,IR,2021-12-13 03:38:59,clear sky
666,Korsakovo,53.2677,37.3569,27.99,80,100,10.22,RU,2021-12-13 03:38:59,overcast clouds
667,Koslan,63.4564,48.8989,11.3,96,97,5.75,RU,2021-12-13 03:39:00,overcast clouds
668,Isiro,2.7739,27.616,61.57,66,95,1.81,CD,2021-12-13 03:39:00,overcast clouds
669,Qeshm,26.9581,56.2719,60.69,38,0,18.1,IR,2021-12-13 03:39:00,clear sky
670,Kabo,7.6994,18.629,73.04,34,86,3.96,CF,2021-12-13 03:39:01,overcast clouds
671,Bronnoysund,65.4625,12.1997,41.0,93,90,13.8,NO,2021-12-13 03:39:01,overcast clouds
672,Impfondo,1.6381,18.0667,71.47,91,98,3.27,CG,2021-12-13 03:39:01,overcast clouds
673,Maceio,-9.6658,-35.7353,76.44,88,40,4.61,BR,2021-12-13 03:39:02,scattered clouds
674,Puri,19.8,85.85,73.38,63,80,9.73,IN,2021-12-13 03:39:02,broken clouds
675,Ohara,35.25,140.3833,58.95,40,33,13.69,JP,2021-12-13 03:39:02,scattered clouds
676,Hervey Bay,-25.2986,152.8535,84.31,65,34,16.84,AU,2021-12-13 03:39:03,scattered clouds
677,Juneau,58.3019,-134.4197,24.85,86,90,6.91,US,2021-12-13 03:35:29,light snow
678,Port Hedland,-20.3167,118.5667,91.45,58,1,10.36,AU,2021-12-13 03:40:03,clear sky
679,Sinjar,36.3209,41.8754,48.96,33,84,2.48,IQ,2021-12-13 03:40:04,broken clouds
680,West Wendover,40.7391,-114.0733,31.21,69,90,0.0,US,2021-12-13 03:35:33,overcast clouds
681,Naustdal,61.509,5.7168,46.26,96,100,6.69,NO,2021-12-13 03:40:04,overcast clouds
682,Basoko,1.2391,23.616,72.1,91,95,2.3,CD,2021-12-13 03:40:04,overcast clouds
683,Gao,16.6362,1.637,70.66,10,100,10.87,ML,2021-12-13 03:40:05,overcast clouds
684,Zwedru,6.0667,-8.1281,73.02,96,9,1.7,LR,2021-12-13 03:40:05,clear sky
685,Gambela,8.25,34.5833,74.48,40,100,4.5,ET,2021-12-13 03:40:05,overcast clouds
686,Garhi Khairo,28.0606,67.9803,64.29,21,0,3.33,PK,2021-12-13 03:40:06,clear sky
687,Tessaoua,13.7574,7.9874,64.51,13,91,10.47,NE,2021-12-13 03:40:06,overcast clouds
